Order Number;Order Position;Supplier;Ordered Product;Product Article Number;End Product;Planned Delivery Date;Arrival Date;Ordered Quantity;Delivered Quantity;Quality
74682;11;41781068;V-Flansch;3000;"";2023-01-05;2022-12-15;3.0;3.0;3.1
74682;11;41781068;V-Flansch;3000;"";2023-01-05;2022-12-15;3.0;3.0;3.1
74682;11;41781068;V-Flansch;3000;"";2023-01-05;2022-12-15;3.0;3.0;3.1
74682;14;41781068;WN-Flansch;3500;"";2023-01-05;2022-12-15;2.0;2.0;3.1
74682;14;41781068;WN-Flansch;3500;"";2023-01-05;2022-12-15;2.0;2.0;3.1
74666;2;49689366;Kammprofildichtung;6110;Mantel für EA-2901B;2023-01-04;2023-01-04;1.0;1.0;
74666;4;49689366;Kammprofildichtung;6110;Mantel für EA-2901A;2023-01-04;2023-01-04;1.0;1.0;
74806;1;69934049;Spiraldichtung;6200;Reaktor C-[NUM] A;2023-01-30;2023-01-04;4.0;4.0;
74585;1;61231028;"Blech (EN 10029A;ASME VIII/1;E";1000;"";2023-01-13;2023-01-05;2.0;2.0;3.1
74585;4;61231028;"Blech (EN 10029A;ASME VIII/1;E";1000;"";2023-01-13;2023-01-05;2.0;2.0;3.2
74585;5;61231028;"Blech (EN 10029A;ASME VIII/1;E";1000;"";2023-01-13;2023-01-05;2.0;2.0;3.1
74801;1;87555695;"Blech (EN 10029A;ASME VIII/1;E";1000;doppelseitig geschweißtes Rohr;2023-01-05;2023-01-05;1.0;1.0;3.1
74801;2;87555695;"Blech (EN 10029A;ASME VIII/1;E";1000;doppelseitig geschweißtes Rohr;2023-01-05;2023-01-05;1.0;1.0;3.1
74801;3;87555695;Zusatzkosten;12001;doppelseitig geschweißtes Rohr;2023-01-05;2023-01-05;1.0;1.0;
74682;1;41781068;Blindflansch;3510;Abscheidebehälter FA-0403B;2023-01-05;2023-01-05;1.0;1.0;3.1
74682;2;41781068;WN-Flansch;3500;Abscheidebehälter FA-0403B;2023-01-05;2023-01-05;2.0;2.0;3.1
74682;3;41781068;WN-Flansch;3500;Abscheidebehälter FA-0403B;2023-01-05;2023-01-05;1.0;1.0;3.1
74682;4;41781068;Blindflansch;3510;Kompressor Saugflaschen FA-[NUM];2023-01-05;2023-01-05;1.0;1.0;3.1
74682;6;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;6;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;6;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;6;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;6;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;6;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;7;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;4.0;4.0;3.1
74682;7;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;4.0;4.0;3.1
74682;8;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;8.0;8.0;3.1
74682;8;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;8.0;8.0;3.1
74682;8;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;8.0;8.0;3.1
74682;8;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;8.0;8.0;3.1
74682;8;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;8.0;8.0;3.1
74682;9;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;2.0;2.0;3.1
74682;9;41781068;Blindflansch;3510;"";2023-01-05;2023-01-05;2.0;2.0;3.1
74682;10;41781068;Blindflansch;3020;"";2023-01-05;2023-01-05;3.0;3.0;3.1
74682;10;41781068;Blindflansch;3020;"";2023-01-05;2023-01-05;3.0;3.0;3.1
74682;10;41781068;Blindflansch;3020;"";2023-01-05;2023-01-05;3.0;3.0;3.1
74682;12;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;2.0;2.0;3.1
74682;12;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;2.0;2.0;3.1
74682;13;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;13;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;13;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;13;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;13;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;13;41781068;WN-Flansch;3500;"";2023-01-05;2023-01-05;6.0;6.0;3.1
74682;15;41781068;Zusatzkosten;12001;"";2023-01-05;2023-01-05;1.0;1.0;
74682;16;41781068;Zusatzkosten;12001;"";2023-01-05;2023-01-05;1.0;1.0;
74682;17;41781068;Zusatzkosten;12001;"";2023-01-05;2023-01-05;1.0;1.0;
74813;1;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;5.0;5.0;
74813;1;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;5.0;5.0;
74813;1;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;5.0;5.0;
74813;3;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;3.0;3.0;2.2
74813;3;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;3.0;3.0;2.2
74813;3;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;3.0;3.0;2.2
74813;4;20451194;Zusatzkosten;12001;"";2023-01-04;2023-01-06;1.0;1.0;
74813;5;20451194;Zusatzkosten;12001;"";2023-01-04;2023-01-06;1.0;1.0;
74813;2;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;1.0;1.0;2.2
74813;2;20451194;Flachstahl;8000;"";2023-01-04;2023-01-06;1.0;1.0;2.2
74818;1;90776358;OK Flux 10.71 G;31009;"";2023-01-06;2023-01-06;1125.0;1125.0;
74818;2;90776358;Allgemeiner Artikel (DUMMY);12000;"";2023-01-06;2023-01-06;1125.0;1125.0;
74829;1;38894112;Putzlappen - Trikot (Qual. A) - hellbunt;25010;"";2023-01-04;2023-01-09;100.0;100.0;
74831;1;90776358;OK Flux 10.71 G;31009;"";2023-01-09;2023-01-09;1125.0;1125.0;
74831;2;90776358;Allgemeiner Artikel (DUMMY);12000;"";2023-01-09;2023-01-09;1125.0;1125.0;
74642;1;54605522;Korbbogenboden;2100;Druckbehälter mit Verschluss;2023-01-13;2023-01-09;1.0;1.0;3.1
74816;1;65400845;"Blech (EN 10029A;ASME VIII/1;EN 10029B;EN 10029C)";1000;"";2023-01-10;2023-01-09;1.0;1.0;3.1
74816;1;65400845;"Blech (EN 10029A;ASME VIII/1;EN 10029B;EN 10029C)";1000;"";2023-01-10;2023-01-09;1.0;1.0;3.1
74816;2;65400845;"Blech (EN 10029A;ASME VIII/1;EN 10029B;EN 10029C)";1000;"";2023-01-10;2023-01-09;1.0;1.0;3.1
74816;3;65400845;Zusatzkosten;12001;"";2023-01-10;2023-01-09;1.0;1.0;
74837;1;38894112;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-09;100.0;100.0;
74850;1;38894112;Wendeplatte ;26005;"";2023-01-11;2023-01-10;20.0;20.0;
74850;2;38894112;Wendeplatte ;26005;"";2023-01-11;2023-01-10;20.0;20.0;
74834;1;38894112;Allgemeiner Artikel (DUMMY);12000;"";2023-01-09;2023-01-11;2.0;2.0;
74785;1;12980207;Sechskantschraube;7000;HT Shift Reactor 1203R01;2023-01-16;2023-01-11;10.0;10.0;
74785;2;12980207;Sechskantmutter;7010;HT Shift Reactor 1203R01;2023-01-16;2023-01-11;10.0;10.0;
74785;3;12980207;U-Scheibe;7020;HT Shift Reactor 1203R01;2023-01-16;2023-01-11;10.0;10.0;
74785;4;12980207;Sechskantschraube;7000;HT Shift Reactor 1203R01;2023-01-16;2023-01-11;20.0;20.0;
74785;5;12980207;Sechskantschraube;7000;Hot Condensate Separator 1202D01;2023-01-16;2023-01-11;30.0;30.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;6;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;500.0;500.0;
74785;7;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;100.0;100.0;
74785;7;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;100.0;100.0;
74785;7;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;100.0;100.0;
74785;7;12980207;U-Scheibe;7020;"";2023-01-16;2023-01-11;100.0;100.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;8;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;250.0;250.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;9;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;600.0;600.0;
74785;10;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;10.0;10.0;
74785;10;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;10.0;10.0;
74785;10;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;10.0;10.0;
74785;11;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;50.0;50.0;
74785;11;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;50.0;50.0;
74785;11;12980207;Sechskantschraube;7000;"";2023-01-16;2023-01-11;50.0;50.0;
74785;12;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;50.0;50.0;
74785;12;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;50.0;50.0;
74785;12;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;50.0;50.0;
74785;12;12980207;Sechskantmutter;7010;"";2023-01-16;2023-01-11;50.0;50.0;
74700;1;95570515;Holzsattel;8575;Wärmetauschermittelstück EA-[NUM] A;2023-01-10;2023-01-11;2.0;2.0;
74700;2;95570515;Holzsattel;8575;Wärmetauschermittelstück EA-[NUM] B;2023-01-10;2023-01-11;2.0;2.0;
74766;1;95570515;Holzsattel;8575;Process Condensate Stripper 8001T01;2023-01-11;2023-01-11;3.0;3.0;
74766;2;95570515;Holzsattel;8575;Hot Condensate Separator 1202D01;2023-01-11;2023-01-11;1.0;1.0;
74766;3;95570515;Holzsattel;8575;Hot Condensate Separator 1202D01;2023-01-11;2023-01-11;1.0;1.0;
74766;4;95570515;Holzbalken;8576;Cold Condensate Separator 1202D02;2023-01-11;2023-01-11;1.0;1.0;
74766;5;95570515;Holzbalken;8576;Cold Condensate Separator 1202D02;2023-01-11;2023-01-11;1.0;1.0;
74768;1;95570515;Holzbalken;8576;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-10;2023-01-11;2.0;2.0;
74768;2;95570515;Holzdeckel;8570;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-10;2023-01-11;1.0;1.0;
74768;3;95570515;Holzbalken;8576;"";2023-01-10;2023-01-11;6.0;6.0;
74768;3;95570515;Holzbalken;8576;"";2023-01-10;2023-01-11;6.0;6.0;
74768;3;95570515;Holzbalken;8576;"";2023-01-10;2023-01-11;6.0;6.0;
74768;4;95570515;Holzdeckel;8570;"";2023-01-10;2023-01-11;2.0;2.0;
74768;4;95570515;Holzdeckel;8570;"";2023-01-10;2023-01-11;2.0;2.0;
74768;5;95570515;Holzdeckel;8570;"";2023-01-10;2023-01-11;2.0;2.0;
74768;5;95570515;Holzdeckel;8570;"";2023-01-10;2023-01-11;2.0;2.0;
74852;1;38894112;Allgemeiner Artikel (DUMMY);12000;"";2023-01-09;2023-01-11;2000.0;2000.0;
74851;1;38894112;Allgemeiner Artikel (DUMMY);12000;"";2023-01-09;2023-01-11;20.0;20.0;
74698;1;99556068;LWN-Flansch;3400;Abscheidebehälter FA-0403B;2023-01-05;2023-01-11;1.0;1.0;3.1
74698;2;99556068;LWN-Flansch;3400;"";2023-01-05;2023-01-11;8.0;8.0;3.1
74698;2;99556068;LWN-Flansch;3400;"";2023-01-05;2023-01-11;8.0;8.0;3.1
74698;2;99556068;LWN-Flansch;3400;"";2023-01-05;2023-01-11;8.0;8.0;3.1
74698;3;99556068;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-11;1.0;1.0;
74698;3;99556068;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-11;1.0;1.0;
74698;3;99556068;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-11;1.0;1.0;
74698;4;99556068;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-11;1.0;1.0;
74698;4;99556068;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-11;1.0;1.0;
74698;4;99556068;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-11;1.0;1.0;
74848;3;60614071;V-Flansch;3000;Filtergehäuse [NUM]-[NUM];2023-02-01;2023-01-11;8.0;8.0;3.1
74848;5;60614071;Blindflansch  ( DIN 2527 und TYP 05 EN 1092-1 Reihe );3020;Reaktor C-[NUM], V= [NUM],[NUM] m³;2023-01-16;2023-01-11;1.0;1.0;3.1
74846;1;41781068;T-Stück, nahtlos;5700;Wärmetauscher EA-[NUM] BEM273_2440 C-St;2023-01-17;2023-01-11;2.0;2.0;3.1
74846;2;41781068;Reduzierstück, nahtlos;5600;Wärmetauscher EA-[NUM] BEM273_2440 C-St;2023-01-17;2023-01-11;2.0;2.0;3.1
74725;1;76439310;Allgemeiner Artikel (DUMMY);12000;"";2023-01-11;2023-01-12;8.0;8.0;
74878;1;38894112;Allgemeiner Artikel (DUMMY);12000;"";2023-01-12;2023-01-12;23.0;23.0;
74763;1;37743770;Flachdichtung;6001;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-12;2023-01-12;1.0;1.0;
74763;2;37743770;Flachdichtung;6001;Abscheidebehälter FA-0403B;2023-01-12;2023-01-12;1.0;1.0;
74763;3;37743770;Flachdichtung;6001;Abscheidebehälter FA-0403B;2023-01-12;2023-01-12;2.0;2.0;
74763;4;37743770;Flachdichtung;6001;HCL-Filter-Behälter FA-6712A;2023-01-12;2023-01-12;2.0;2.0;
74763;5;37743770;Flachdichtung;6000;HCL-Filter-Behälter FA-6712A;2023-01-12;2023-01-12;1.0;1.0;
74763;6;37743770;Flachdichtung;6000;"";2023-01-12;2023-01-12;3.0;3.0;
74763;6;37743770;Flachdichtung;6000;"";2023-01-12;2023-01-12;3.0;3.0;
74763;6;37743770;Flachdichtung;6000;"";2023-01-12;2023-01-12;3.0;3.0;
74764;6;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;6;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;6;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;6;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;6;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;6;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;1;72620307;RTJ - Dichtung;6300;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-12;2023-01-13;15.0;15.0;
74764;2;72620307;RTJ - Dichtung;6300;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-12;2023-01-13;2.0;2.0;
74764;3;72620307;RTJ - Dichtung;6300;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-12;2023-01-13;1.0;1.0;
74764;4;72620307;RTJ - Dichtung;6300;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-12;2023-01-13;3.0;3.0;
74764;5;72620307;RTJ - Dichtung;6300;Abhitzekessel EA-[NUM] (ohne Brennkammer);2023-01-12;2023-01-13;1.0;1.0;
74764;7;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;7;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;7;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;7;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;7;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;8;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;6.0;6.0;
74764;8;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;6.0;6.0;
74764;9;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74764;9;72620307;RTJ - Dichtung;6300;"";2023-01-12;2023-01-13;12.0;12.0;
74837;2;38894112;Allgemeiner Artikel (DUMMY);12000;"";2023-01-05;2023-01-13;100.0;100.0;
74846;6;41781068;Rohrbogen, nahtlos;5500;Kompressor Saugflaschen FA-[NUM];2023-01-17;2023-01-13;1.0;1.0;3.1
74846;8;41781068;Rohrbogen, nahtlos;5500;Kompressor Saugflaschen FA-[NUM];2023-01-17;2023-01-13;1.0;1.0;3.1
74860;1;78311477;Reparatur;;ALLG. ARTIKEL;2023-01-13;2023-01-16;1.0;1.0;
74865;1;76363105;V-Flansch;3000;Wärmetauscher EA-[NUM] AEM814_6000 C-St;2023-01-17;2023-01-16;2.0;2.0;3.1
74865;2;76363105;V-Flansch;3000;Wärmetauscher EA-[NUM] BEM273_2440 C-St;2023-01-17;2023-01-16;4.0;4.0;3.1
74865;3;76363105;V-Flansch;3000;Wärmetauscher EA-[NUM] BEM273_2440 C-St;2023-01-17;2023-01-16;5.0;5.0;3.1
74865;4;76363105;Blindflansch;3020;Vorkammer [CODE]-S [CODE]/[NUM] C-St;2023-01-17;2023-01-16;2.0;2.0;3.1
74865;5;76363105;V-Flansch;3000;"";2023-01-17;2023-01-16;10.0;10.0;3.1
74865;5;76363105;V-Flansch;3000;"";2023-01-17;2023-01-16;10.0;10.0;3.1
74865;6;76363105;Blindflansch;3020;"";2023-01-17;2023-01-16;10.0;10.0;3.1
74865;6;76363105;Blindflansch;3020;"";2023-01-17;2023-01-16;10.0;10.0;3.1
74865;7;76363105;Zusatzkosten;12001;"";2023-01-17;2023-01-16;1.0;1.0;
74865;8;76363105;Zusatzkosten;12001;"";2023-01-17;2023-01-16;1.0;1.0;
74865;9;76363105;Zusatzkosten;12001;"";2023-01-17;2023-01-16;1.0;1.0;
74868;1;76363105;V-Flansch;3000;HT Shift Reactor 1203R01;2023-01-13;2023-01-16;2.0;2.0;3.2
74868;2;27164983;Zusatzkosten;12001;HT Shift Reactor 1203R01;2023-01-13;2023-01-16;1.0;1.0;
74843;1;8106770;Laserzuschnitt / Laserteil;10651;Vorkammer [CODE]-S [CODE]/[NUM] C-St;2023-01-12;2023-01-17;1.0;1.0;3.1
74843;2;8106770;Laserzuschnitt / Laserteil;10651;Vorkammer [CODE]-S [CODE]/[NUM] C-St;2023-01-12;2023-01-17;1.0;1.0;3.1
74843;3;8106770;Laserzuschnitt / Laserteil;10651;Vorkammer [CODE]-S [CODE]/[NUM] C-St;2023-01-12;2023-01-17;1.0;1.0;3.1
74808;1;8106770;Laserzuschnitt / Laserteil;10651;Hydrogenation Reactor 1003R01;2023-01-12;2023-01-17;4.0;4.0;
74808;2;8106770;Laserzuschnitt / Laserteil;10651;Hydrogenation Reactor 1003R01;2023-01-12;2023-01-17;4.0;4.0;
74808;3;8106770;Laserzuschnitt / Laserteil;10651;Hydrogenation Reactor 1003R01;2023-01-12;2023-01-17;4.0;4.0;
74808;5;8106770;Laserzuschnitt / Laserteil;10651;Desulfurization Reactor 1003R02 [PART];2023-01-12;2023-01-17;8.0;8.0;
74808;6;8106770;Laserzuschnitt / Laserteil;10651;Desulfurization Reactor 1003R02 [PART];2023-01-12;2023-01-17;8.0;8.0;
74808;7;8106770;Laserzuschnitt / Laserteil;10651;HT Shift Reactor 1203R01;2023-01-12;2023-01-17;4.0;4.0;
74808;8;8106770;Laserzuschnitt / Laserteil;10651;HT Shift Reactor 1203R01;2023-01-12;2023-01-17;4.0;4.0;
74808;9;8106770;Laserzuschnitt / Laserteil;10651;HT Shift Reactor 1203R01;2023-01-12;2023-01-17;4.0;4.0;
74808;4;8106770;Laserzuschnitt / Laserteil;10651;Desulfurization Reactor 1003R02 [PART];2023-01-12;2023-01-17;8.0;8.0;
74807;1;8106770;Laserzuschnitt / Laserteil;10651;Cold Condensate Separator 1202D02;2023-01-12;2023-01-17;8.0;8.0;
74807;2;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;1.0;1.0;
74807;3;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;2.0;2.0;
74807;4;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;1.0;1.0;
74807;5;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;2.0;2.0;
74807;6;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;2.0;2.0;
74807;7;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;34.0;34.0;
74807;8;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;3.0;3.0;
74807;9;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;1.0;1.0;
74807;10;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;12.0;12.0;
74807;11;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;4.0;4.0;
74807;12;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;8.0;8.0;
74807;13;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;4.0;4.0;
74807;14;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;46.0;46.0;
74807;15;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;4.0;4.0;
74807;16;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;4.0;4.0;
74807;17;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;6.0;6.0;
74807;18;8106770;Laserzuschnitt / Laserteil;10651;Process Condensate Stripper 8001T01;2023-01-12;2023-01-17;2.0;2.0;
74807;19;8106770;Laserzuschnitt / Laserteil;10651;Hot Condensate Separator 1202D01;2023-01-12;2023-01-17;4.0;4.0;
74807;20;8106770;Laserzuschnitt / Laserteil;10651;Hot Condensate Separator 1202D01;2023-01-12;2023-01-17;4.0;4.0;
74807;21;8106770;Laserzuschnitt / Laserteil;10651;Hydrogenation Reactor 1003R01;2023-01-12;2023-01-17;1.0;1.0;
74807;22;8106770;Laserzuschnitt / Laserteil;10651;Hydrogenation Reactor 1003R01;2023-01-12;2023-01-17;1.0;1.0;
74807;23;8106770;Laserzuschnitt / Laserteil;10651;Hydrogenation Reactor 1003R01;2023-01-12;2023-01-17;1.0;1.0;
74807;24;8106770;Laserzuschnitt / Laserteil;10651;Desulfurization Reactor 1003R02 [PART];2023-01-12;2023-01-17;2.0;2.0;
74807;25;8106770;Laserzuschnitt / Laserteil;10651;Desulfurization Reactor 1003R02 [PART];2023-01-12;2023-01-17;2.0;2.0;
74807;26;8106770;Laserzuschnitt / Laserteil;10651;HT Shift Reactor 1203R01;2023-01-12;2023-01-17;1.0;1.0;
74848;2;60614071;V-Flansch;3000;Filtergehäuse [NUM]-[NUM];2023-02-01;2023-01-18;8.0;8.0;3.1
74848;4;60614071;V-Flansch;3000;Hot Condensate Separator 1202D01;2023-01-16;2023-01-18;2.0;2.0;3.1
74848;6;60614071;Zusatzkosten;12001;Reaktor C-[NUM], V= [NUM],[NUM] m³;2023-02-01;2023-01-18;1.0;1.0;
74848;7;60614071;Zusatzkosten;12001;Reaktor C-[NUM], V= [NUM],[NUM] m³;2023-02-01;2023-01-18;1.0;1.0;
74886;9;38894112;Allgemeiner Artikel (DUMMY);12000;"";2023-01-12;2023-01-19;24.0;24.0;
