Order Number;Supplier Number;Supplier;Product Article Number;Ordered Product;Ordered Product - Supplement;Original Ordered Quantity;Original Desired Date;Planned Delivery Date;Ordered Quantity;Arrival Date;Delivered Quantity
6260783;70214;93118673;23101030601;Halteplatte für OPC-Schnittstelle;REOVIB [CODE] [CODE];14.0;2023-05-01;2023-05-01;14.0;2023-05-23T00:00:00.000;14.0
6260784;70175;41446825;23100770000;Gehäuse [CODE]/[NUM] [NUM], A [NUM];Alu-/Gussgehäuse;50.0;2023-09-04;2023-09-04;50.0;2023-09-04T00:00:00.000;50.0
6260785;72156;22740983;23101070000;Gehäuse kpl. [CODE] rf Z.Nr.:[CODE]-[CODE];[NUM];30.0;2023-08-21;2023-08-21;30.0;2023-08-24T00:00:00.000;30.0
6260786;72156;22740983;23101081101;Deckel Steuereinsatz [CODE],[CODE].[NUM] kpl;Z.Nr:[CODE];100.0;2023-11-06;2023-11-06;100.0;2023-11-03T00:00:00.000;100.0
6260786;72156;22740983;23101080001;Gehäuse kpl. [CODE] Z.Nr.:KR519052_[PART];[NUM];100.0;2023-11-06;2023-11-06;100.0;2023-11-03T00:00:00.000;100.0
6260786;72156;22740983;23101081101;Deckel Steuereinsatz [CODE],[CODE].[NUM] kpl;Z.Nr:[CODE];40.0;2023-05-22;2023-05-22;40.0;2023-05-22T00:00:00.000;40.0
6260786;72156;22740983;23101080001;Gehäuse kpl. [CODE] Z.Nr.:KR519052_[PART];[NUM];40.0;2023-04-24;2023-04-24;40.0;2023-05-09T00:00:00.000;40.0
6260786;72156;22740983;9999;Werkzzeugkosten (Änderung);"";0.0;2023-12-04;2023-12-04;0.0;;
6260787;71389;23635582;29000190000;Linsenschraube [CODE] DIN [NUM];Stahl verzinkt, mit Kreuzschlitz;20000.0;2023-01-09;2023-01-09;20000.0;2023-01-12T00:00:00.000;20000.0
6260788;71416;10488377;22900710605;Bestückte Platine [NUM] [NUM] [NUM];[NUM];1500.0;2023-12-04;2023-12-04;1500.0;2023-12-01T00:00:00.000;1000.0
6260788;71416;10488377;;ABRUF;"";0.0;2019-06-24;2023-11-06;0.0;2024-01-18T00:00:00.000;0.0
6260788;71416;10488377;;"";"";0.0;2019-06-24;2023-11-06;0.0;2024-01-18T00:00:00.000;0.0
6260788;71416;10488377;22900710605;Bestückte Platine [NUM] [NUM] [NUM];[NUM];1500.0;2024-01-01;2024-01-01;1500.0;2024-01-18T00:00:00.000;1500.0
6260789;71382;62561667;23500120400;Folie MFS [NUM] im [CODE];Zeichnung [NUM].cdr;525.0;2023-11-27;2023-11-27;525.0;2023-11-21T00:00:00.000;525.0
6260789;71382;62561667;23500120500;Folie MFS [CODE] im [CODE] ohne Druck;Zeichnung [NUM].cdr;210.0;2023-11-27;2023-11-27;210.0;2023-11-21T00:00:00.000;210.0
6260790;70501;89978826;9999;[NUM];"";1.0;2023-01-02;2023-01-09;1.0;2023-01-10T00:00:00.000;1.0
6260790;70501;89978826;9999;[NUM];"";1.0;2023-01-02;2023-01-09;1.0;2023-01-10T00:00:00.000;1.0
6260790;70501;89978826;9999;[NUM];"";1.0;2023-01-02;2023-01-09;1.0;2023-01-10T00:00:00.000;1.0
6260790;70501;89978826;9999;[NUM];"";1.0;2023-01-02;2023-01-09;1.0;2023-01-10T00:00:00.000;1.0
6260790;70501;89978826;;"";"";0.0;2023-01-02;2023-01-02;0.0;;
6260791;71298;28567621;28000010501;Kombi-Schutzschalter, thermisch, 20A;[NUM]-[CODE]-[CODE]-SGRD-20A/[CODE]-[CODE];30.0;2023-04-17;2023-04-17;30.0;2023-04-17T00:00:00.000;30.0
6260791;71298;28567621;28000015500;Spritzwasserdichtung [CODE];für Schalter [NUM] 3120U0570174I;30.0;2023-04-17;2023-04-17;30.0;2023-04-17T00:00:00.000;30.0
6260791;71298;28567621;28000010501;Kombi-Schutzschalter, thermisch, 20A;[NUM]-[CODE]-[CODE]-SGRD-20A/[CODE]-[CODE];30.0;2023-06-26;2023-06-26;30.0;2023-06-23T00:00:00.000;30.0
6260791;71298;28567621;28000015500;Spritzwasserdichtung [CODE];für Schalter [NUM] 3120U0570174I;30.0;2023-06-26;2023-06-26;30.0;2023-06-23T00:00:00.000;30.0
6260792;71273;72613869;21000180000;IC Unigate [CODE] [NUM],3V [PART] 2Port;[PART]-Adapter Funktion;60.0;2023-09-11;2023-09-11;60.0;2023-09-12T00:00:00.000;60.0
6260792;71273;72613869;21000180000;IC Unigate [CODE] [NUM],3V [PART] 2Port;[PART]-Adapter Funktion;50.0;2023-10-30;2023-10-30;50.0;2023-10-30T00:00:00.000;50.0
6260793;71265;36132565;;ABRUF;"";0.0;2020-11-23;2023-10-16;0.0;2023-10-13T00:00:00.000;0.0
6260793;71265;36132565;;"";"";0.0;2020-11-23;2023-10-16;0.0;2023-10-13T00:00:00.000;0.0
6260793;71265;36132565;23500200100;Folientastatur RNA SCU [NUM];Zeichnung [NUM].cdr;1250.0;2023-10-16;2023-10-16;1250.0;2023-10-13T00:00:00.000;1250.0
6260793;71265;36132565;23500201100;Folientastatur RNA SCU [NUM];Zeichnung [NUM].cdr;1250.0;2023-10-16;2023-10-16;1250.0;2023-10-13T00:00:00.000;1250.0
6260794;71265;36132565;23500030200;Folientastatur Kraemer [CODE];Zeichnung [NUM].cdr;100.0;2023-11-06;2023-11-06;100.0;2023-11-07T00:00:00.000;100.0
6260794;71265;36132565;23500010201;Folie RNA 2000A mit RNA Logo [NUM]/[NUM];Zeichnung [NUM].cdr;1000.0;2023-11-06;2023-11-06;1000.0;2023-11-07T00:00:00.000;1000.0
6260795;71265;36132565;;ABRUF;"";;;2023-10-02;0.0;2024-01-26T00:00:00.000;0.0
6260795;71265;36132565;;"";"";;;2023-10-02;0.0;2024-01-26T00:00:00.000;0.0
6260795;71265;36132565;FOLIE REO1.05;Folientastatur [CODE].[NUM] mit Druckpunkt;Zeichnung Folie [NUM].[NUM].dsf;2475.0;2023-10-02;2023-10-02;2475.0;2023-10-04T00:00:00.000;2475.0
6260795;71265;36132565;FOLIE REO1.15;Folientastatur [CODE].[NUM] mit Druckpunkt;Zeichnung Folie [NUM].[NUM].dsf;1000.0;2023-10-02;2023-10-02;1000.0;2023-10-04T00:00:00.000;1000.0
6260795;71265;36132565;FOLIE REO1.15;Folientastatur [CODE].[NUM] mit Druckpunkt;Zeichnung Folie [NUM].[NUM].dsf;1000.0;2023-11-13;2023-11-13;1000.0;2023-11-10T00:00:00.000;1000.0
6260795;71265;36132565;FOLIE REO1.15;Folientastatur [CODE].[NUM] mit Druckpunkt;Zeichnung Folie [NUM].[NUM].dsf;1000.0;2024-01-29;2024-01-29;1000.0;2024-01-26T00:00:00.000;1000.0
6260796;71265;36132565;FOLIE REO1.21;Folientastatur [CODE].[NUM] mit Druckpunkt;Zeichnung Folie [NUM].[NUM].cdr;300.0;2023-08-21;2023-08-21;300.0;2023-08-18T00:00:00.000;300.0
6260796;71265;36132565;23500030100;Folientastatur Kraemer [CODE];Zeichnung [NUM].cdr;130.0;2023-11-20;2023-11-20;130.0;2023-11-17T00:00:00.000;130.0
6260797;71186;61086311;284000100;Leitungsschutzschalter D 16A 1Pol;[CODE] 1P 16A D;12.0;2023-05-08;2023-05-08;12.0;2023-05-08T00:00:00.000;12.0
6260797;71186;61086311;28100020200;Relais Schutzmodul [NUM]-240VAC;zur Verwendung mit Relaissockel RSZ;30.0;2023-05-08;2023-05-08;30.0;2023-05-08T00:00:00.000;30.0
6260797;71186;61086311;28100020300;Relaishalteklammer für Relaissockel RSZ;"";30.0;2023-05-08;2023-05-08;30.0;2023-05-08T00:00:00.000;30.0
6260797;71186;61086311;28100020400;"Koppelrelais [NUM]""W"" [CODE]";230V AC 16A;30.0;2023-05-08;2023-05-08;30.0;2023-05-08T00:00:00.000;30.0
6260797;71186;61086311;28100020500;Relaissockel [CODE];250V AC 10A;30.0;2023-05-08;2023-05-08;30.0;2023-05-08T00:00:00.000;30.0
6260798;71186;61086311;284000100;Leitungsschutzschalter D 16A 1Pol;[CODE] 1P 16A D;12.0;2023-07-10;2023-07-10;12.0;2023-07-03T00:00:00.000;12.0
6260798;71186;61086311;28100020200;Relais Schutzmodul [NUM]-240VAC;zur Verwendung mit Relaissockel RSZ;30.0;2023-07-10;2023-07-10;30.0;2023-07-04T00:00:00.000;30.0
6260798;71186;61086311;28100020300;Relaishalteklammer für Relaissockel RSZ;"";30.0;2023-07-10;2023-07-10;30.0;2023-07-04T00:00:00.000;30.0
6260798;71186;61086311;28100020400;"Koppelrelais [NUM]""W"" [CODE]";230V AC 16A;30.0;2023-07-10;2023-07-10;30.0;2023-07-04T00:00:00.000;30.0
6260798;71186;61086311;28100020500;Relaissockel [CODE];250V AC 10A;30.0;2023-07-10;2023-07-10;30.0;2023-07-04T00:00:00.000;30.0
6260799;71027;5179328;;Abruf;"";0.0;2021-03-08;2023-12-04;0.0;2023-12-07T00:00:00.000;0.0
6260799;71027;5179328;;"";"";0.0;2021-03-08;2023-12-04;0.0;2023-12-07T00:00:00.000;0.0
6260799;71027;5179328;TRIAC 812;Triac Alternistor [CODE] 800V 16A;TO-220AB, Snubberless;2000.0;2023-12-11;2023-12-11;2000.0;2023-12-07T00:00:00.000;2000.0
6260800;70827;82287107;24400030000;Shock Sensor PS-[NUM] Standard;"";5000.0;2023-08-14;2023-08-14;5000.0;2023-08-14T00:00:00.000;5000.0
6260800;70827;82287107;24400030000;Shock Sensor PS-[NUM] Standard;"";5000.0;2024-02-12;2024-02-12;5000.0;2024-02-09T00:00:00.000;5000.0
6260801;70751;27215351;26100050000;Potentiometer 10kOhm [NUM],5W P SN;[NUM] Schraubanschlüsse, [CODE];20.0;2023-07-03;2023-07-03;20.0;2023-07-03T00:00:00.000;20.0
6260801;70751;27215351;28000310000;Drehschalter [CODE] P [PART]/W;beleuchtet, [NUM] Positionen, rastend;20.0;2023-07-03;2023-07-03;20.0;2023-07-03T00:00:00.000;20.0
6260801;70751;27215351;28000310100;Kupplungselement P [PART];für [NUM] Kontaktelemente;20.0;2023-07-03;2023-07-03;20.0;2023-07-03T00:00:00.000;20.0
6260801;70751;27215351;28000310200;Hilfsschalterblock 1s/-ö/-w;P SN/[CODE];20.0;2023-07-03;2023-07-03;20.0;2023-07-03T00:00:00.000;20.0
6260801;70751;27215351;28000310300;LED-Element P [PART]/W;weiss;20.0;2023-07-03;2023-07-03;20.0;2023-07-03T00:00:00.000;20.0
6260801;70751;27215351;28000130100;Hauptschalter [CODE] [CODE]/01E;20A, absperrbar, [NUM]-polig;20.0;2023-07-03;2023-07-03;20.0;2023-07-03T00:00:00.000;20.0
6260802;70623;90080329;124700000009900;Schrumpfschlauch [CODE]-[NUM]/[NUM];Bk-[CODE] [CODE] (hellermann);300.0;2023-02-06;2023-02-06;300.0;2023-02-07T00:00:00.000;300.0
6260803;70776;53936705;33100949101;Verstärkung für [NUM]/ [NUM];[NUM];90.0;2023-07-24;2023-07-24;90.0;2023-08-08T00:00:00.000;90.0
6260804;70040;14148833;21400050100;Transistor MOSFET 18N65M5 650V 15A SMD;[CODE], N Kanal;1000.0;2024-04-17;2024-04-17;1000.0;2024-04-09T00:00:00.000;1000.0
6260804;70040;14148833;21400050100;Transistor MOSFET 18N65M5 650V 15A SMD;[CODE], N Kanal;1000.0;2024-07-19;2024-07-19;1000.0;;
6260804;70040;14148833;21400050100;Transistor MOSFET 18N65M5 650V 15A SMD;[CODE], N Kanal;1000.0;2024-09-27;2024-09-27;1000.0;;
6260805;70770;41316462;27400030300;Reduzierung SKINDICHT MR-M 20x1,[NUM];auf 16x1,[NUM], Messing vernickelt;200.0;2023-04-10;2023-04-10;200.0;2023-04-12T00:00:00.000;200.0
6260805;70770;41316462;27400133100;SKINDICHT O-Ring NBR M 20x2,[NUM];Dichtring, metrisch;95.0;2023-04-10;2023-04-10;95.0;2023-04-12T00:00:00.000;95.0
6260805;70770;41316462;27400120400;Verschraubung SKINTOP MS-M 16x1,[NUM];Messing vernickelt;200.0;2023-10-30;2023-10-30;200.0;2023-10-27T00:00:00.000;100.0
6260805;70770;41316462;27400120100;Kabelverschraubung [CODE],[NUM];SKINTOP ST-M;4000.0;2023-10-30;2023-10-30;4000.0;2023-10-30T00:00:00.000;4000.0
6260805;70770;41316462;27400133100;SKINDICHT O-Ring NBR M 20x2,[NUM];Dichtring, metrisch;200.0;2023-04-10;2023-04-10;200.0;2023-04-13T00:00:00.000;200.0
6260806;70560;27555085;27300020500;Anbaugehäuse Han 3A-AGG-QB;grau, Metall;1000.0;2023-11-13;2023-11-13;1000.0;2023-11-07T00:00:00.000;1000.0
6260806;70560;27555085;27300020400;Anbaugehäuse Han 3A-AGW-QB [NUM]°;grau, Metall;500.0;2023-11-13;2023-11-13;500.0;2023-11-07T00:00:00.000;500.0
6260806;70560;27555085;27300020300;HAN Anbaugehäuse Gr. 3A;Han 3A-AGG-QB (GRAU) KU;300.0;2023-11-13;2023-11-13;300.0;2023-11-07T00:00:00.000;300.0
6260806;70560;27555085;27300020000;Anbaugehäuse Han 3A-AGW-QB [NUM]°;schwarz, Kunststoff;200.0;2023-11-13;2023-11-13;200.0;2023-11-15T00:00:00.000;200.0
6260806;70560;27555085;27300270200;HAN Tüllengehäuse Gr. 3A;Han 3A-gw-[CODE];200.0;2023-11-13;2023-11-13;200.0;2023-11-07T00:00:00.000;200.0
6260806;70560;27555085;27300280400;Tüllengehäuse Han 3A-GW-[CODE];schwarz, Kunststoff;200.0;2023-11-13;2023-11-13;200.0;2023-11-07T00:00:00.000;200.0
6260806;70560;27555085;27301110200;HAN Buchseneinsatz [NUM]+PE;Han 4A-BU-S;1000.0;2023-11-13;2023-11-13;1000.0;2023-11-07T00:00:00.000;1000.0
6260806;70560;27555085;27301110100;HAN-A Buchseneinsatz [NUM]+PE;Han 3A-BU-S;500.0;2023-11-13;2023-11-13;500.0;2023-11-07T00:00:00.000;500.0
6260807;70560;27555085;27300280300;Tüllengehäuse Han 3A-GG-[CODE];schwarz, Kunststoff;200.0;2023-09-04;2023-09-04;200.0;2023-08-30T00:00:00.000;200.0
6260807;70560;27555085;27300270200;HAN Tüllengehäuse Gr. 3A;Han 3A-gw-[CODE];200.0;2023-09-04;2023-09-04;200.0;2023-08-31T00:00:00.000;200.0
6260808;70560;27555085;22200030000;Senkschraube Han 3A M 3x6;Stahl, mit Nylite Dichtring;5000.0;2023-11-27;2023-11-27;5000.0;2023-11-21T00:00:00.000;5000.0
6260808;70560;27555085;27301110200;HAN Buchseneinsatz [NUM]+PE;Han 4A-BU-S;1800.0;2023-11-27;2023-11-27;1800.0;2023-11-21T00:00:00.000;1800.0
6260808;70560;27555085;27301110100;HAN-A Buchseneinsatz [NUM]+PE;Han 3A-BU-S;500.0;2023-11-27;2023-11-27;500.0;2023-11-21T00:00:00.000;500.0
6260808;70560;27555085;27301120200;HAN Stifteinsatz [NUM]+PE;Han 4A-STI-S;200.0;2023-11-27;2023-11-27;200.0;2023-11-21T00:00:00.000;200.0
6260809;70615;51270299;322900000004200;Knickschutzverschraubung [CODE],[NUM] MS vern;mit O-Ring, Nr. [NUM];200.0;2023-06-07;2023-06-07;200.0;2023-06-05T00:00:00.000;200.0
6260809;70615;51270299;322900000004200;Knickschutzverschraubung [CODE],[NUM] MS vern;mit O-Ring, Nr. [NUM];200.0;2023-08-21;2023-08-21;200.0;2023-08-17T00:00:00.000;200.0
6260810;70612;94299111;23200091100;RPG [NUM] LCD Display [NUM] silber;[NUM];497.0;2023-02-20;2023-02-20;497.0;2023-02-03T00:00:00.000;497.0
6260811;71073;50934703;999;Defekt;"";3.0;;2023-01-09;3.0;2023-01-11T00:00:00.000;3.0
6260812;71265;36132565;;ABRUF;"";0.0;2023-01-09;2023-01-10;0.0;2024-02-05T00:00:00.000;0.0
6260812;71265;36132565;;"";"";0.0;2023-01-09;2023-01-10;0.0;2024-02-05T00:00:00.000;0.0
6260812;71265;36132565;23500201100;Folientastatur RNA SCU [NUM];Zeichnung [NUM].cdr;1250.0;2023-11-20;2023-11-20;1250.0;2023-11-17T00:00:00.000;1250.0
6260812;71265;36132565;23500200100;Folientastatur RNA SCU [NUM];Zeichnung [NUM].cdr;1250.0;2023-11-20;2023-11-20;1250.0;2023-11-17T00:00:00.000;1250.0
6260812;71265;36132565;23500201100;Folientastatur RNA SCU [NUM];Zeichnung [NUM].cdr;1250.0;2024-02-05;2024-02-05;1250.0;2024-02-02T00:00:00.000;1250.0
6260674;71031;4616612;34300420000;Drossel CHI [NUM] D, BV [NUM].[NUM]-[NUM];Funkentstördrossel [PART];50.0;2023-06-19;2023-06-19;50.0;;
6260674;71031;4616612;34300156100;Drossel CHI [NUM] W, BV [NUM].[NUM]-[NUM];Kommutierungsdrossel [PART],[NUM] mH;10.0;2023-06-19;2023-06-19;10.0;;
6260674;71031;4616612;24300130000;Drossel CNW [NUM]/[NUM]/W, BV [NUM].[NUM]-[NUM];Zweiphasen-Netzdrossel 10A/[NUM],93mH;25.0;2023-08-28;2023-08-28;25.0;;
6260675;70970;52391922;27300390000;Grundleiste IMC [NUM],[NUM]/ [NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;150.0;2023-04-10;2023-04-10;150.0;2023-04-05T00:00:00.000;150.0
6260675;70970;52391922;27100812300;Stecker MSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-pol, Schraubanschluss m. Zughülse;300.0;2023-04-10;2023-04-10;300.0;2023-04-05T00:00:00.000;300.0
6260675;70970;52391922;27100703600;Grundleiste MSTB [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;200.0;2023-04-21;2023-04-21;200.0;2023-04-21T00:00:00.000;200.0
6260675;70970;52391922;ABDECKPLATTEABP;Abschlussdeckel D-UK [NUM]/[NUM];für UK [NUM], UK [NUM], UK [NUM], UK [NUM];400.0;2023-04-10;2023-04-10;400.0;2023-04-05T00:00:00.000;400.0
6260675;70970;52391922;37100800000;Klemme FFKDSA [NUM]/[CODE]-[NUM],[NUM] [NUM];[NUM]-polig, Push-in-Federanschluss;250.0;2023-05-15;2023-05-15;250.0;2023-05-15T00:00:00.000;250.0
6260675;70970;52391922;37100490600;Grundleiste ICV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;50.0;2023-05-15;2023-05-15;50.0;2023-05-12T00:00:00.000;50.0
6260675;70970;52391922;37100490400;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;250.0;2023-05-15;2023-05-15;250.0;2023-05-12T00:00:00.000;250.0
6260675;70970;52391922;37100490200;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;100.0;2023-05-15;2023-05-15;100.0;2023-05-12T00:00:00.000;100.0
6260675;70970;52391922;37100490100;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;200.0;2023-05-15;2023-05-15;200.0;2023-05-12T00:00:00.000;200.0
6260675;70970;52391922;KLEM HDFK10;Klemme HDFK [NUM] [NUM];[NUM]-polig, Schraubanschluss;250.0;2023-07-03;2023-07-03;250.0;2023-07-06T00:00:00.000;250.0
6260676;70970;52391922;27100340100;Klemme FFKDSA [NUM]/V-[NUM],[NUM]-[NUM] [NUM];[NUM]-polig, Push-in-Federanschluss;1000.0;2023-08-14;2023-08-14;1000.0;2023-08-09T00:00:00.000;1000.0
6260676;70970;52391922;27100512900;Grundleiste MC [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;200.0;2023-09-04;2023-09-04;200.0;2023-08-31T00:00:00.000;200.0
6260676;70970;52391922;27100512400;Grundleiste MC [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;250.0;2023-09-04;2023-09-04;250.0;2023-08-31T00:00:00.000;250.0
6260676;70970;52391922;27100420800;Klemme MKDS [NUM]/[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;400.0;2023-09-04;2023-09-04;400.0;2023-08-31T00:00:00.000;400.0
6260677;70970;52391922;27100912300;Grundleiste GMSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2023-09-25;2023-09-25;500.0;2023-09-20T00:00:00.000;500.0
6260677;70970;52391922;27100712800;Grundleiste MSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2023-09-25;2023-09-25;500.0;2023-09-20T00:00:00.000;500.0
6260677;70970;52391922;27100522300;Grundleiste MC [NUM],[NUM]/[NUM]-GF-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2023-09-25;2023-09-25;500.0;2023-09-20T00:00:00.000;500.0
6260677;70970;52391922;27100422200;Klemme MKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2023-09-25;2023-09-25;1000.0;2023-09-20T00:00:00.000;1000.0
6260677;70970;52391922;27100370100;Einlegebrücke EBP [NUM]-[NUM] [NUM];[NUM]-polig;500.0;2023-09-25;2023-09-25;500.0;2023-09-20T00:00:00.000;500.0
6260677;70970;52391922;27100340100;Klemme FFKDSA [NUM]/V-[NUM],[NUM]-[NUM] [NUM];[NUM]-polig, Push-in-Federanschluss;1000.0;2023-09-25;2023-09-25;1000.0;2023-09-20T00:00:00.000;1000.0
6260677;70970;52391922;27100160000;Stecker MVSTBR [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;400.0;2023-09-25;2023-09-25;400.0;2023-09-20T00:00:00.000;400.0
6260677;70970;52391922;KLEM MSTB-4-ST;Stecker MSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2023-09-25;2023-09-25;1000.0;2023-09-20T00:00:00.000;1000.0
6260678;70970;52391922;27100912900;Grundleiste GMSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;1000.0;2023-10-16;2023-10-16;1000.0;2023-10-18T00:00:00.000;1000.0
6260678;70970;52391922;27100712900;Grundleiste MSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;1000.0;2023-10-16;2023-10-16;1000.0;2023-10-18T00:00:00.000;1000.0
6260678;70970;52391922;27100542800;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;200.0;2023-10-16;2023-10-16;200.0;2023-10-18T00:00:00.000;200.0
6260678;70970;52391922;27100542400;Stecker MC [NUM],[NUM]/ [NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;250.0;2023-10-16;2023-10-16;250.0;2023-10-18T00:00:00.000;250.0
6260678;70970;52391922;971000400;Klemme MKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2023-10-16;2023-10-16;1000.0;2023-10-18T00:00:00.000;1000.0
6260678;70970;52391922;ST MVSTBR 6-ST;Stecker MVSTBR [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;200.0;2023-10-16;2023-10-16;200.0;2023-10-18T00:00:00.000;200.0
6260679;70970;52391922;27100912300;Grundleiste GMSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2023-11-06;2023-11-06;500.0;2023-11-02T00:00:00.000;500.0
6260679;70970;52391922;27100812300;Stecker MSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-pol, Schraubanschluss m. Zughülse;600.0;2023-11-06;2023-11-06;600.0;2023-11-02T00:00:00.000;600.0
6260679;70970;52391922;27100540300;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;750.0;2023-11-06;2023-11-06;750.0;2023-11-02T00:00:00.000;750.0
6260679;70970;52391922;27100422200;Klemme MKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2023-11-06;2023-11-06;1000.0;2023-11-02T00:00:00.000;1000.0
6260679;70970;52391922;27100300000;Klemme MPT [NUM],[NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;250.0;2023-11-06;2023-11-06;250.0;2023-11-06T00:00:00.000;250.0
6260679;70970;52391922;27100290000;Klemme MPT [NUM],[NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;250.0;2023-11-16;2023-11-16;250.0;2023-11-16T00:00:00.000;250.0
6260679;70970;52391922;KLEM MSTB-4-ST;Stecker MSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2023-11-06;2023-11-06;1000.0;2023-11-02T00:00:00.000;1000.0
6260679;70970;52391922;27100390000;Klemme [PART]-LOE GN [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;300.0;2023-11-06;2023-11-06;300.0;2023-11-02T00:00:00.000;300.0
6260680;70970;52391922;27100713600;Grundleiste MSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;100.0;2023-11-20;2023-11-20;100.0;2023-11-15T00:00:00.000;100.0
6260680;70970;52391922;27100150000;Stecker GMVSTR [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;100.0;2023-11-20;2023-11-20;100.0;2023-11-15T00:00:00.000;100.0
6260680;70970;52391922;27100512400;Grundleiste MC [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;250.0;2023-11-20;2023-11-20;250.0;2023-11-15T00:00:00.000;250.0
6260680;70970;52391922;27100420800;Klemme MKDS [NUM]/[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;400.0;2023-11-20;2023-11-20;400.0;2023-11-15T00:00:00.000;400.0
6260680;70970;52391922;27100400200;Deckel D-FRONT [NUM],[NUM]-V-O.Z. [NUM];"";100.0;2023-11-20;2023-11-20;100.0;2023-11-15T00:00:00.000;100.0
6260680;70970;52391922;27100370100;Einlegebrücke EBP [NUM]-[NUM] [NUM];[NUM]-polig;500.0;2023-11-20;2023-11-20;500.0;2023-11-15T00:00:00.000;500.0
6260680;70970;52391922;KLGMSTB25/3S762;Stecker GMSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM], [NUM];[NUM]-polig, Schraubanschluss m. Zughülse;300.0;2023-11-20;2023-11-20;300.0;2023-11-15T00:00:00.000;300.0
6260681;70070;46990006;22711760002;Platine [NUM] [NUM] [NUM];[NUM] Lagen, [NUM]-fach Nutzen;1500.0;2023-04-03;2023-04-03;1500.0;2023-03-31T00:00:00.000;1500.0
6260682;71498;29207196;22713590003;Platine [NUM] [NUM] [NUM];[NUM] Lagen, [NUM]-fach Nutzen;700.0;2023-06-05;2023-06-05;700.0;2023-06-02T00:00:00.000;700.0
6260683;70405;66830485;KK 06110M;Kühlkörper für REOVIB E [NUM];nach Zeichnung [NUM] 06110M.[CODE];21.0;2023-08-07;2023-08-07;21.0;2023-08-03T00:00:00.000;21.0
6260684;71498;29207196;22713900009;Platine [NUM] [NUM] [NUM];[NUM] Lagen, kein Nutzen;500.0;2023-05-15;2023-05-15;500.0;2023-05-11T00:00:00.000;500.0
6260684;71498;29207196;22713900009;Platine [NUM] [NUM] [NUM];[NUM] Lagen, kein Nutzen;500.0;2023-07-03;2023-07-03;500.0;2023-06-28T00:00:00.000;500.0
