Order Number;Supplier Number;Supplier;Product Article Number;Ordered Product;Ordered Product - Supplement;Original Ordered Quantity;Original Desired Date;Planned Delivery Date;Ordered Quantity;Arrival Date;Delivered Quantity
21132065;71225;85212855;213400000001000;Wickelrahmen;nach Zeichnung: [CODE].[NUM]-[NUM];10.0;2023-11-20;2023-11-20;10.0;2023-11-24T00:00:00.000;10.0
21132065;71225;85212855;213400000006300;Wickelrahmen ++ EILT ++;nach Zeichnung: [CODE].[NUM]-[NUM];10.0;2023-11-13;2023-11-13;10.0;2023-11-24T00:00:00.000;10.0
21132066;71115;55873153;221820000009000;Ferrit-U-Kern;[CODE]/[NUM]/[NUM] [CODE];20.0;2024-01-24;2024-01-24;20.0;2024-01-24T00:00:00.000;20.0
21132067;70886;94964605;221800000007100;[CODE].[NUM].[NUM];Sendust Ringkern Beschichtet;500.0;2024-04-23;2024-04-23;500.0;2024-04-17T00:00:00.000;500.0
21132068;70105;21039254;221830000007000;ASU 75a;Amorph beschichtet;5.0;2024-01-15;2024-01-15;5.0;2024-01-11T00:00:00.000;5.0
21132068;70105;21039254;221830000007000;ASU 75a;Amorph beschichtet;0.0;2024-01-15;2024-01-15;0.0;;
21132069;71131;59214096;226500068518100;Glasreiniger Reinex;[NUM] Ltr. Sprühflasche;3.0;2023-11-23;2023-11-23;3.0;2023-11-16T00:00:00.000;3.0
21132069;71131;59214096;226500068518200;Küchenrollen [NUM] lag. hochweiß;Prägung, Zellstoff, [NUM] [PART];1.0;2023-11-23;2023-11-23;1.0;2023-11-16T00:00:00.000;1.0
21132069;71131;59214096;;"";"";;;2023-11-20;0.0;2023-11-16T00:00:00.000;0.0
21132070;70770;41316462;222900000015800;Gegenmutter [CODE],[NUM];SKINDICHT SM-M;100.0;2024-01-30;2024-01-30;100.0;2024-01-30T00:00:00.000;100.0
21132070;70770;41316462;222900000012100;Kabelverschraubung [CODE],[NUM];SKINTOP ST-M;200.0;2024-01-16;2024-01-16;200.0;2024-01-16T00:00:00.000;200.0
21132070;70770;41316462;222900000016300;Gegenmutter [CODE],[NUM];SKINTOP GMP-GL-M;200.0;2024-01-16;2024-01-16;200.0;2024-01-16T00:00:00.000;200.0
21132070;70770;41316462;222900000001500;Kabelverschraubung [CODE],[NUM];SKINDICH-SHVE , Messing  20x1,[NUM]/[NUM]/[NUM]/[NUM];200.0;2024-01-04;2024-01-04;200.0;2024-01-04T00:00:00.000;200.0
21132070;70770;41316462;222900000027300;Gegenmutter [CODE],[NUM] (mit Krallen);SKINDICHT SM-PE-M;100.0;2023-12-12;2023-12-12;100.0;2023-12-12T00:00:00.000;100.0
21132071;70770;41316462;124700000004500;PVC-Einzeladerleitung 16mm² sw;[CODE]-K 1x16 bk (sw);300.0;2023-12-05;2023-12-05;300.0;2023-12-06T00:00:00.000;300.0
21132071;70770;41316462;124700000003800;PVC-Einzeladerleitung 4mm² br;[CODE]-K 1x4 bn (br);100.0;2024-02-07;2024-02-07;100.0;2024-02-06T00:00:00.000;100.0
21132071;70770;41316462;124700000003700;PVC-Einzeladerleitung 4mm² bl;[CODE]-K 1x4 bu (bl);100.0;2024-02-07;2024-02-07;100.0;2024-02-06T00:00:00.000;100.0
21132072;70770;41316462;224800000057000;Silikonlitze 4mm² sw;Ölflex Heat [NUM] SiF A -UL AWM Style [NUM];200.0;2023-12-12;2023-12-12;200.0;2023-12-12T00:00:00.000;200.0
21132072;70770;41316462;224800000056900;Silikonlitze 6mm² sw;Ölflex Heat [NUM] SiF A -UL AWM Style [NUM];200.0;2023-12-22;2023-12-22;200.0;2023-12-19T00:00:00.000;200.0
21132072;70770;41316462;424700330221200;Kunstst.-Verdr.-Leitung;[CODE] [NUM] qmm    schwarz;50.0;2024-01-16;2024-01-16;50.0;2024-01-17T00:00:00.000;50.0
21132072;70770;41316462;224800000002600;Silikonlitze [NUM],0mm² [PART]ün;"";200.0;2024-01-03;2024-01-03;200.0;2024-01-03T00:00:00.000;200.0
21132074;71036;57681571;222410010033700;Gehäuse, geschweißt;nach Zeichnung:[CODE].[NUM]-[NUM];50.0;2024-01-19;2024-01-19;50.0;2024-01-19T00:00:00.000;50.0
21132074;71036;57681571;222410010033700;Gehäuse, geschweißt;nach Zeichnung:[CODE].[NUM]-[NUM];80.0;2024-03-18;2024-03-18;80.0;2024-03-11T00:00:00.000;80.0
21132074;71036;57681571;222410010033700;Gehäuse, geschweißt;nach Zeichnung:[CODE].[NUM]-[NUM];50.0;2024-04-22;2024-04-22;50.0;2024-04-26T00:00:00.000;50.0
21132074;71036;57681571;222410010033700;Gehäuse, geschweißt;nach Zeichnung:[CODE].[NUM]-[NUM];60.0;2024-07-12;2024-07-12;60.0;;
21132074;71036;57681571;222410010033700;Gehäuse, geschweißt;nach Zeichnung:[CODE].[NUM]-[NUM];30.0;2024-09-13;2024-09-13;30.0;;
21132075;71330;57953107;;Sehr geehrte Damen und Herren,;"";;;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Weitkowitz AZ [NUM];"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz - Isolierter Kabelschuh;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Dornenpresseinsatz 10mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Dornenpresseinsatz 35mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Dornenpresseinsatz 50mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-Trapezform 25mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-Trapezform 35mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-Trapezform 50mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-Trapezform 70mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-[NUM]-Kantform [CODE]/[NUM];"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-[NUM]-Kantform [CODE]/[NUM];"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-[NUM]-Kantform [CODE];"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-WM-Form 10mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
21132075;71330;57953107;405020000646001;Presseinsatz-WM-Form 16mm² Cu;"";0.0;2023-12-11;2023-12-11;0.0;;
31118962;71326;25260558;322500000000400;Vergussgehäuse [CODE],5x100 grau;[CODE], Mat: Durethan BG 30X ([CODE]);300.0;2023-04-24;2023-04-24;300.0;2023-04-26T00:00:00.000;300.0
31118963;70610;12153590;405020000684501;Universal-Messer mit 2K-Griff mit [NUM];Klingen, 18mm;5.0;2023-02-13;2023-02-13;5.0;2023-02-14T00:00:00.000;5.0
31118963;70610;12153590;405020000684501;Universal-Messer mit 2K-Griff mit;[NUM] Klingen, 9mm;5.0;2023-02-13;2023-02-13;5.0;2023-02-14T00:00:00.000;5.0
31118963;70610;12153590;405020000684501;Abbrechklingen-Set [NUM]-teilig, 18mm;"";5.0;2023-02-13;2023-02-13;5.0;2023-02-14T00:00:00.000;5.0
31118963;70610;12153590;405020000684501;Pinzette stumpf, Spitze [NUM] mm breit;[NUM] mm, Form [NUM] AMB;3.0;2023-02-13;2023-02-13;3.0;2023-02-14T00:00:00.000;3.0
31118963;70610;12153590;405020000684501;Stahlmaßstab biegsam, schmal,;rostfrei mattiert , 300mm;0.0;2023-02-13;2023-02-13;0.0;;
31118963;70610;12153590;9999;Porto;"";1.0;2023-02-13;2023-02-13;1.0;2023-02-14T00:00:00.000;1.0
31118963;70610;12153590;405020000684501;Schraubendreher für Phillips;mit 2K-Haptoprene-Heft [NUM];1.0;2023-02-13;2023-02-13;1.0;2023-02-14T00:00:00.000;1.0
31118963;70610;12153590;405020000684501;Schraubendreher für Phillips,;mit Rundstahlklinge [NUM];1.0;2023-02-13;2023-02-13;1.0;2023-02-14T00:00:00.000;1.0
31118964;70361;72526222;405020000684101;[NUM]`Seecontainer Mietpool;Typ SC [NUM],[NUM] aus Mietpool;1.0;2023-02-06;2023-02-06;1.0;2023-01-31T00:00:00.000;1.0
31118964;70361;72526222;;"";"";;;2023-02-06;0.0;;
31118965;70304;50833268;324300000000700;Einpressdiode 1200V schwarz,;[CODE]-35X-[NUM], Anschlussfahne abgewinkelt;1750.0;2023-03-06;2023-03-06;1750.0;2023-03-13T00:00:00.000;1750.0
31118965;70304;50833268;324300000000800;Einpressdiode 1200V rot,;[CODE]-[NUM]-[NUM],  Anschlussfahne abgewinkelt;1500.0;2023-03-06;2023-03-06;1500.0;2023-03-20T00:00:00.000;1500.0
31118966;70304;50833268;324300000000300;Einpressdiode 400V schwarz;[CODE]-35X-[NUM], Anschlussfahne abgewinkelt;5500.0;2023-03-06;2023-03-06;5500.0;2023-03-21T00:00:00.000;600.0
31118966;70304;50833268;324300000000400;Einpressdiode 400V rot,;[CODE]-[NUM]-[NUM],  Anschlussfahne abgewinkelt;4500.0;2023-03-06;2023-03-06;4500.0;2023-03-21T00:00:00.000;2000.0
31118967;71033;4616612;90060030104;REOMED  Iso-Monitor Storz 230V Typ [CODE];n.Z.60020101X;25.0;2023-04-03;2023-04-03;25.0;;
31118967;71033;4616612;90060030104;REOMED  Iso-Monitor Storz 230V Typ [CODE];n.Z.60020101X;55.0;2023-04-03;2023-04-03;55.0;;
31118968;71039;84476732;326400000005600;Holzpalette 1200x800mm;in IPPC für Export;100.0;2023-02-13;2023-02-13;100.0;2023-02-01T00:00:00.000;20.0
31118968;71039;84476732;;"";"";;;2023-01-30;0.0;2023-02-01T00:00:00.000;0.0
31118969;71033;4616612;90060030104;REOMED  Iso-Monitor Storz 230V Typ [CODE];n.Z.60020101X;100.0;2023-05-29;2023-05-29;100.0;;
31118970;71033;4616612;90060030104;REOMED  Iso-Monitor Storz 230V Typ [CODE];n.Z.60020101X;100.0;2023-11-13;2023-11-13;100.0;;
31118971;70702;49412477;322400000014200;Gehäuseboden [NUM], [CODE];aus Alu [NUM],5mm;160.0;2023-03-13;2023-03-13;160.0;2023-03-14T00:00:00.000;160.0
31118971;70702;49412477;322400000014300;Gehäusedeckel, [CODE], Alu 2mm;pulverbeschichtet [CODE] grau [PART];150.0;2023-03-27;2023-03-27;150.0;2023-03-14T00:00:00.000;69.0
31118972;70702;49412477;322400000000400;Befestigungswinkel f. elektron. ED;Alu 2mm n. ZG-Nr. [CODE].[NUM] - Nr [NUM] [NUM] [NUM]-[NUM];587.0;2023-04-03;2023-04-03;587.0;2023-03-28T00:00:00.000;587.0
31118973;70849;33626981;405020000510098;Liqui Moly Nova Super 10W-[NUM] [NUM];Leichtlaufmotoröl 5l;2.0;2023-01-30;2023-01-30;2.0;2023-01-25T00:00:00.000;2.0
31118973;70849;33626981;;"";"";;;2023-01-30;0.0;2023-01-25T00:00:00.000;0.0
31118974;71081;23947139;405020000646001;Magazinführungsrollensatz für [CODE]/16S;"";1.0;2023-02-06;2023-02-06;1.0;2023-01-27T00:00:00.000;1.0
31118974;71081;23947139;;"";"";;;2023-02-06;0.0;2023-01-27T00:00:00.000;0.0
31118975;71293;10906710;322700000017300;X-COM-Stiftleiste [NUM]-polig, [CODE] grau;[NUM]-[NUM]/[NUM]-[NUM];200.0;2023-04-03;2023-04-03;200.0;2023-03-30T00:00:00.000;200.0
31118975;71293;10906710;322700000017900;X-COM-Stiftleiste [NUM]-polig, [CODE] grau;[NUM]-[NUM]/[NUM]-[NUM];200.0;2023-04-03;2023-04-03;200.0;2023-03-30T00:00:00.000;200.0
31118975;71293;10906710;322700000017400;X-COM-1L-Federleiste [NUM]-polig,  PE-Anfang;[NUM]-[NUM]/[NUM]-[NUM];200.0;2023-04-03;2023-04-03;200.0;2023-03-30T00:00:00.000;200.0
31118975;71293;10906710;322700000017600;X-COM-Zugentlastungsgehäuse 5polig, grau;anrastbar, Nr. [NUM]-[NUM];200.0;2023-04-03;2023-04-03;200.0;2023-03-30T00:00:00.000;200.0
31118975;71293;10906710;322700000018000;X-COM-Mini-Brücke isoliert grau;[NUM]-[NUM];400.0;2023-04-03;2023-04-03;400.0;2023-03-30T00:00:00.000;400.0
31118976;70891;25454551;324900000005700;Stecker POAG-[CODE]/[NUM];[NUM].[NUM];1000.0;2023-03-13;2023-03-13;1000.0;2023-03-15T00:00:00.000;1000.0
31118976;70891;25454551;322700000004900;Farbring [PART] FR-POAG-S;[NUM].[NUM];1000.0;2023-03-13;2023-03-13;1000.0;2023-03-15T00:00:00.000;1000.0
31118976;70891;25454551;326100000011900;Mutter [CODE],5D/[CODE] NI;[NUM].[NUM];2000.0;2023-03-13;2023-03-13;2000.0;2023-03-15T00:00:00.000;2000.0
31118976;70891;25454551;326100000012100;Fächerscheiben F/[CODE];DIN 6798A, Nr. [NUM].[NUM];1000.0;2023-03-13;2023-03-13;1000.0;2023-03-15T00:00:00.000;1000.0
31118977;70348;83836376;;"";"";;;2023-03-06;0.0;;
31118977;70348;83836376;325800000011000;Sicherung  10A flink;[NUM],3x38mm, Nr. [NUM].[NUM];1000.0;2023-03-06;2023-03-06;1000.0;2023-03-08T00:00:00.000;1000.0
31118978;71288;17770653;326100000012500;Blindniete [NUM],2x9,[NUM];VVG-Dicht [PART];10000.0;2023-03-13;2023-03-13;10000.0;2023-03-14T00:00:00.000;10000.0
31118978;71288;17770653;326100000012500;Blindniete [NUM],2x9,[NUM];VVG-Dicht [PART];10000.0;2023-05-01;2023-05-01;10000.0;2023-05-02T00:00:00.000;10000.0
31118979;70702;49412477;322400000014200;Gehäuseboden [NUM], [CODE];aus Alu [NUM],5mm;169.0;2023-04-17;2023-04-17;169.0;2023-04-18T00:00:00.000;169.0
31118979;70702;49412477;322400000014300;Gehäusedeckel, [CODE], Alu 2mm;pulverbeschichtet [CODE] grau [PART];159.0;2023-04-17;2023-04-17;159.0;2023-04-18T00:00:00.000;159.0
31118980;70478;4429580;325300000001800;Gummischeibe Naturkautschuk hell 1mm;ø 120mm, 35mm Innenloch, GS-[NUM]-[NUM];1000.0;2023-04-03;2023-04-03;1000.0;2023-03-23T00:00:00.000;1000.0
31118981;71330;57953107;324900000016700;Flachsteckhülsen [NUM],3x0,[NUM] - [NUM],5qmm;unisoliert, Ms verzinnt;1000.0;2023-04-24;2023-04-24;1000.0;2023-04-24T00:00:00.000;1000.0
31118981;71330;57953107;324900000022600;FLACHSTECKHÜLSE [NUM],[NUM]/[NUM]/[NUM],[NUM] H;ISOLIERUNG PA ROT, Nr. [NUM];200.0;2023-01-30;2023-01-30;200.0;2023-02-01T00:00:00.000;200.0
31118981;71330;57953107;324900000012800;Kabelbinder natur 100mm x [NUM],5mm breit;"";10000.0;2023-01-30;2023-01-30;10000.0;2023-02-01T00:00:00.000;10000.0
31118982;70210;35741484;322500000016300;Vergussgehäuse 280mm Durchm x 78mm hoch;Mat: Ultramid [CODE] schwarz;700.0;2023-04-03;2023-04-03;700.0;2023-04-21T00:00:00.000;140.0
31118983;70788;24023238;323400000005000;Isolierkappe 250x120x15mm;Mat: [CODE].[NUM] schwarz;1000.0;2023-05-08;2023-05-08;1000.0;2023-04-24T00:00:00.000;1000.0
31118984;70478;4429580;325300000005100;Gummischeibe 200mm Durchmesser;Mat: Naturkautschuk hell, [NUM],5mm stark;1000.0;2023-04-03;2023-04-03;1000.0;2023-04-12T00:00:00.000;1000.0
31118985;70849;33626981;326100000031200;Winkelschraubendreher f. [CODE], [CODE], L 83mm;vernickelt;500.0;2023-01-30;2023-01-30;500.0;2023-01-25T00:00:00.000;500.0
31118986;71516;21904603;;"";"";;;2023-05-01;0.0;2023-04-27T00:00:00.000;0.0
31118986;71516;21904603;322700000017800;Geräteeinbausteckdose, Schnapp 2mm;"V-Lock, 16A,  Nr. [NUM].[NUM] ""Schurter""";1000.0;2023-05-01;2023-05-01;1000.0;2023-04-27T00:00:00.000;1000.0
31118986;71516;21904603;322700000017800;Geräteeinbausteckdose, Schnapp 2mm;"V-Lock, 16A,  Nr. [NUM].[NUM] ""Schurter""";1000.0;2023-09-11;2023-09-11;1000.0;2023-09-06T00:00:00.000;1000.0
31118987;72048;28229650;325800000005400;Sicherungsautomat [CODE]-[CODE]-[NUM];"[NUM]-[NUM]-[NUM] ""TE""";100.0;2023-02-06;2023-02-06;100.0;2023-02-08T00:00:00.000;100.0
31118987;72048;28229650;325800000005500;Sicherungsautomat [CODE]-[CODE]-[NUM];"Nr. [NUM]-[NUM]-[NUM] ""TE"" 5A";100.0;2023-02-06;2023-02-06;100.0;2023-02-08T00:00:00.000;100.0
31118988;70390;64623036;405020000613001;Baugruppe [CODE].[CODE] EGS -Gehäuse;aus Alu;1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Baugr. [CODE] Arduino-Uno Rev.[NUM] SMD Versio;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Baugr. [CODE] Schaltnetz [PART] 1000mA;12V;1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Bausatz Baugruppe [CODE] [PART] Umsetzer;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Standartb. Seite [NUM] Pos.[NUM] Frontplatte;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Baugruppe [CODE] inkl. zusätl. Betriebs-;mittel, Wdst 17W 110Ohm und [NUM] Ohm,;1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;geregelter Lötkolben (auch für SMD) ERSA;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Werkzeuge PAL-Bereitsstellungsunterlagen;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Einsetzwerkzeuge & Maulschlüssel;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Lötzinnabsauger;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;405020000613001;Presszange für Flachbandleitungen;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118988;70390;64623036;;"";"";;;2023-01-30;0.0;2023-02-08T00:00:00.000;0.0
31118988;70390;64623036;9999;Versand;"";1.0;2023-02-06;2023-02-06;1.0;2023-02-08T00:00:00.000;1.0
31118989;70991;91662976;405020000684501;Messersatz für Abisolierbox FE [NUM];([NUM] Satz = [NUM] Stück);3.0;2023-01-30;2023-01-30;3.0;2023-01-31T00:00:00.000;3.0
31118990;70788;24023238;320110000077800;Ringbandkern [NUM] x [NUM] x [NUM] mm;Mat. Qualität [CODE], ohne Kappen;20.0;2023-03-06;2023-03-06;20.0;2023-02-22T00:00:00.000;20.0
31118991;70830;49166303;220300000003800;Runddraht LACK [NUM],[NUM]-[CODE];[CODE] 2L;0.0;2023-03-06;2023-03-06;0.0;;
31118991;70830;49166303;220300000002000;Runddraht LACK [NUM],[NUM]-[CODE];[CODE] 2L;44.35;2023-03-06;2023-03-06;44.35;2023-03-15T00:00:00.000;44.35
31118991;70830;49166303;220300000002900;Runddraht LACK [NUM],[NUM]-[CODE];[CODE] 2L;78.3;2023-03-06;2023-03-06;78.3;2023-03-15T00:00:00.000;78.3
31118991;70830;49166303;220300000004900;Runddraht LACK [NUM],[NUM]-[CODE];W [NUM] 2L;44.6;2023-03-06;2023-03-06;44.6;2023-03-15T00:00:00.000;44.6
31118992;70174;78346502;326400000002200;WP-Einlagen [NUM] x [NUM] mm;Qual. [NUM].[NUM] C;1072.0;2023-02-13;2023-02-13;1072.0;2023-02-07T00:00:00.000;1072.0
31118992;70174;78346502;;"";"";;;2023-02-13;0.0;2023-02-07T00:00:00.000;0.0
31118993;70849;33626981;405020000684501;WD-[NUM] Vielzweck-Spray, [NUM] ml;Dose Smart Straw;10.0;2023-01-30;2023-01-30;10.0;2023-01-26T00:00:00.000;10.0
31118994;71323;57496158;326500000007700;"Lötspitze ""JBC"" [CODE]-[NUM] [NUM],8x1,5mm";Nr. [NUM]-[NUM];20.0;2023-01-30;2023-01-30;20.0;2023-01-31T00:00:00.000;20.0
31118995;71839;10713776;326500000005100;Almit-Lötzinn, SR [NUM] [CODE]-S [CODE];[CODE],3Cu0,[NUM], [NUM],6mm auf 500g-Spulen;20.0;2023-02-06;2023-02-06;20.0;2023-02-03T00:00:00.000;20.0
31118996;70752;46769150;405020000067001;Arbeitsstuhl Tec-Line [NUM];blau, Stoffpolster;1.0;2023-02-27;2023-02-27;1.0;2023-03-02T00:00:00.000;1.0
31118996;70752;46769150;;"";"";;;2023-02-13;0.0;2023-03-02T00:00:00.000;0.0
31118997;70849;33626981;405020000613001;Premium Toilettenpapier - [NUM]-lagig, extra;weich, mit Dekorprägung, hochweiß,;90.0;2023-01-30;2023-01-30;90.0;2023-01-30T00:00:00.000;90.0
31118998;70788;24023238;323400000000800;Isolierkappe [NUM] x [NUM] x 7mm, schwarz;Mat: [CODE] - Polimid [NUM] ([NUM]) GF [CODE];1000.0;2023-04-03;2023-04-03;1000.0;2023-03-20T00:00:00.000;1000.0
31118999;71330;57953107;224900000009500;FLACHSTECKHÜLSE [NUM],[NUM]/[NUM],[NUM]   [NUM]-6QMM;UNISOLIERT  DIN:[NUM], Nr. [NUM];7000.0;2023-03-06;2023-03-06;7000.0;2023-03-02T00:00:00.000;7000.0
31118999;71330;57953107;224900000008900;FLACHSTECKHÜLSE [NUM],[NUM]/[NUM],[NUM]/[NUM],[NUM] V;VOLLISOLIERT BLAU   [NUM];3000.0;2023-03-06;2023-03-06;3000.0;2023-03-02T00:00:00.000;3000.0
31118999;71330;57953107;224900000055700;FLACHSTECKHÜLSE [NUM],[NUM]/[NUM],[NUM]/[NUM],[NUM] V PA;VOLLISOLIERT ROT   [NUM];1500.0;2023-03-06;2023-03-06;1500.0;2023-03-02T00:00:00.000;1500.0
31118999;71330;57953107;224900000009000;FLACHSTECKHÜLSE [NUM],[NUM]/[NUM],[NUM]/[NUM],[NUM] V;VOLLISOLIERT GELB PA, Nr. [NUM];1000.0;2023-03-06;2023-03-06;1000.0;2023-03-02T00:00:00.000;1000.0
31118999;71330;57953107;324900000019500;Aderendhülse [NUM]-[NUM] unisoliert;"";1000.0;2023-03-06;2023-03-06;1000.0;2023-03-02T00:00:00.000;1000.0
31118999;71330;57953107;224900000018200;Quetschkabelschuh [CODE] [NUM]-6mm²;UNISOLIERT DIN [NUM], Nr. [NUM];1000.0;2023-03-06;2023-03-06;1000.0;2023-03-02T00:00:00.000;1000.0
31118999;71330;57953107;424907201000300;Aderendhülse [NUM],[NUM]-[NUM] unisoliert;DIN [NUM];2000.0;2023-03-06;2023-03-06;2000.0;2023-03-02T00:00:00.000;2000.0
31118999;71330;57953107;324900000008900;Aderendhülse [NUM],[NUM]-[NUM] unisoliert;AEH [NUM],5x7,[NUM];2000.0;2023-03-06;2023-03-06;2000.0;2023-03-02T00:00:00.000;2000.0
31118999;71330;57953107;324900000020200;Aderendhülse [NUM],[NUM]-[NUM] unisoliert;"";1000.0;2023-05-29;2023-05-29;1000.0;2023-05-22T00:00:00.000;1000.0
31119000;70829;22481727;224800000029500;Schaltlitze TR [NUM] AWG [NUM];UL-STYLE [NUM] GRÜN GELB;610.0;2023-03-06;2023-03-06;610.0;2023-03-10T00:00:00.000;610.0
31119000;70829;22481727;224800000051800;Schaltlitze AWG [NUM] [CODE], Aufbau 19x0,[NUM];UL-STYLE [NUM]  GRAU;305.0;2023-03-06;2023-03-06;305.0;2023-03-10T00:00:00.000;305.0
31119000;70829;22481727;224800000050600;Schaltlitze AWG [NUM] [CODE], Aufbau 19x0,[NUM];[CODE] ,blau, UL-Style [NUM]/[NUM];305.0;2023-03-06;2023-03-06;305.0;2023-03-10T00:00:00.000;305.0
31119000;70829;22481727;224800000047600;Schaltlitze AWG [NUM] [CODE], Aufbau 19x0,[NUM];[CODE] , schwarz , UL-Style [NUM]/[NUM];610.0;2023-03-06;2023-03-06;610.0;2023-03-10T00:00:00.000;610.0
31119000;70829;22481727;224800000051900;Schaltlitze AWG [NUM] [CODE], Aufbau 19x0,[NUM];UL-STYLE [NUM]  ROT;610.0;2023-03-06;2023-03-06;610.0;2023-03-10T00:00:00.000;610.0
31119000;70829;22481727;224800000010700;Schaltlitze AWG [NUM], Aufbau 18x0,20mm;[CODE] , braun, UL-Style [NUM];610.0;2023-03-06;2023-03-06;610.0;2023-03-10T00:00:00.000;610.0
31119000;70829;22481727;224800000012000;Schaltlitze AWG [NUM];[CODE] , schwarz, UL-Style [NUM];305.0;2023-03-06;2023-03-06;305.0;2023-03-10T00:00:00.000;305.0
21131597;71330;50115156;424907202040300;Rohrkabelschuh [NUM]-[NUM] mm²;Standardserie;1000.0;2023-08-02;2023-08-02;1000.0;2023-08-02T00:00:00.000;1000.0
21131597;71330;50115156;224900000018700;Quetschkabelschuh [CODE] 10mm²;Ringform, unisoliert, DIN [NUM];100.0;2023-08-02;2023-08-02;100.0;2023-08-02T00:00:00.000;100.0
21131597;71330;50115156;224900000020100;Quetschkabelschuh [CODE] 50mm²;Ringform, unisoliert, DIN [NUM];100.0;2023-08-02;2023-08-02;100.0;2023-08-02T00:00:00.000;100.0
21131598;71397;89241288;222520000001700;Gehäuse für Magnetspule;nach Zeichnung: GEH [NUM].[NUM]-[NUM];239.0;2023-08-25;2023-08-25;239.0;2023-08-24T00:00:00.000;239.0
21131599;72036;25901626;224400000000400;Temperaturfühler;PT [NUM]  Alu-Einschraub Kl. B 2L-[CODE];25.0;2023-11-13;2023-11-13;25.0;2023-11-16T00:00:00.000;25.0
21131600;72022;85843341;224900000024800;Edelstahlkabelbinder mit Kugelverschluss;GTME-360LHDC316;500.0;2023-11-06;2023-11-06;500.0;2023-11-07T00:00:00.000;500.0
21131601;70400;69306844;423405313000300;ECKPROFIL 7X7X2000 R=[NUM] MM GFK;GFK Wärmeklasse H, Fibrolux;250.0;2023-08-02;2023-08-02;250.0;2023-08-01T00:00:00.000;250.0
21131602;70382;46883595;226500000003000;Lötzinn;[CODE]/[NUM],[NUM];30.0;2023-08-14;2023-08-14;30.0;2023-08-14T00:00:00.000;30.0
21131603;71315;83396652;226300000007300;Kennziffer [CODE];"Beschriftung ""X""";1000.0;2023-08-04;2023-08-04;1000.0;2023-08-01T00:00:00.000;1000.0
21131604;71311;65099420;226500000020900;MISCHROHR;[NUM] UNIVERSAL;300.0;2023-08-14;2023-08-14;300.0;2023-08-11T00:00:00.000;300.0
21131605;71073;50934703;405020000646001;Telemecanique Sensors Seilspanner;"";4.0;2023-08-07;2023-08-07;4.0;2023-08-03T00:00:00.000;4.0
21131605;71073;50934703;405020000646001;Siemens Seilspanner;"";2.0;2023-08-21;2023-08-21;2.0;2023-08-10T00:00:00.000;2.0
21131605;71073;50934703;405020000646001;RS PRO Stahlseil;"";1.0;2023-08-21;2023-08-21;1.0;2023-08-10T00:00:00.000;1.0
21131605;71073;50934703;405020000646001;Telemecanique Sensors [CODE];"";1.0;2023-08-21;2023-08-21;1.0;2023-08-10T00:00:00.000;1.0
